ID_pago,ID_venta,Fecha_pago,Pago
866,866,42701,131818
867,867,42697,52336.5
868,868,42702,114014.25
869,869,42695,135259.88
870,870,42686,243897.5
871,871,42689,90794
872,872,42683,173807.5
873,873,42700,365394.38
874,874,42693,57320
875,875,42700,157400.25
876,876,42691,121082.25
877,877,42691,68640
878,878,42694,171516.88
879,879,42695,133788.38
880,880,42707,192848
881,881,42712,80696.13
882,882,42690,121302.5
883,883,42702,171370.5
884,884,42709,73859.38
885,885,42707,89901.63
886,886,42708,148910.13
887,887,42714,169520
888,888,42689,51549.38
889,889,42709,177501.5
890,890,42714,199815
891,891,42695,317953.13
892,892,42709,253204.75
893,893,42701,139450.5
894,894,42686,76337
895,895,42705,167628
896,896,42692,167579
897,897,42704,72696
898,898,42694,306181.5
899,899,42691,39476.25
900,900,42716,134096
901,901,42700,206682
902,902,42713,340268.25
903,903,42701,128670.88
904,904,42693,56970.25
905,905,42706,59986.5
906,906,42703,62517.5
907,907,42701,61463.25
908,908,42712,116680.5
909,909,42694,150574.38
910,910,42720,188356.63
911,911,42704,129583.13
912,912,42697,245925
913,913,42721,209562.5
914,914,42714,45810
915,915,42710,233735.63
916,916,42708,188886.88
917,917,42715,214969.63
918,918,42703,207761.13
919,919,42699,163957.5
920,920,42696,155255.25
921,921,42696,159128.75
922,922,42701,154775.25
923,923,42714,180092.75
924,924,42723,276738.63
925,925,42710,254939
926,926,42719,297068.75
927,927,42706,88712.5
928,928,42724,201955.88
929,929,42726,51282.5
930,930,42707,200585.88
931,931,42710,256673
932,932,42729,94304.38
933,933,42727,99375
934,934,42722,276592.5
935,935,42703,171626
936,936,42714,71630
937,937,42713,241569
938,938,42708,95846.75
939,939,42710,245295
940,940,42713,207852.75
941,941,42728,76780.5
942,942,42725,185739.38
943,943,42718,159125
944,944,42733,69753.75
945,945,42709,111861
946,946,42731,180943.88
947,947,42708,59328
948,948,42732,215699.63
949,949,42717,155195.25
950,950,42722,269231.5
951,951,42734,38406.88
952,952,42733,119351
953,953,42732,188790
954,954,42713,41369.5
955,955,42736,242300
956,956,42717,63730
957,957,42715,46095
958,958,42728,133958.38
959,959,42718,234109.5
960,960,42733,216562.5
961,961,42730,66948
962,962,42717,158949
963,963,42742,199215
964,964,42724,129823.75
965,965,42715,65702
966,966,42738,249316.5
967,967,42722,90365.63
968,968,42721,96228
969,969,42739,322694
970,970,42736,149176
971,971,42736,143200
972,972,42721,132412.88
973,973,42735,75080.25
974,974,42740,115018
975,975,42718,51195.38
976,976,42741,154570
977,977,42726,186811.25
978,978,42722,82411.88
979,979,42740,84099
980,980,42723,73627
981,981,42742,284220.25
982,982,42742,198617.5
983,983,42731,140968.75
984,984,42721,209785.75
985,985,42728,303412.5
986,986,42737,219155
987,987,42746,236844
988,988,42743,250059.38
989,989,42744,66015
990,990,42734,214737.25
991,991,42750,233844.63
992,992,42729,290764.75
993,993,42751,238938.75
994,994,42739,168370.13
995,995,42742,176850
996,996,42749,86273
997,997,42752,56116.5
998,998,42750,262717.88
999,999,42734,53842.88
1000,1000,42748,338400
1001,1001,42733,171093.75
1002,1002,42752,334632
1003,1003,42739,79757.25
1004,1004,42756,108347.5
1005,1005,42749,179670
1006,1006,42756,213280
1007,1007,42749,102813
1008,1008,42750,77848.38
1009,1009,42747,158341.5
1010,1010,42736,118212.75
1011,1011,42740,107856
1012,1012,42745,126008.88
1013,1013,42736,207235
1014,1014,42744,182153.25
1015,1015,42755,188559
1016,1016,42752,159608
1017,1017,42745,262732.75
1018,1018,42751,170008
1019,1019,42744,46248
1020,1020,42740,147106.88
1021,1021,42743,56620.25
1022,1022,42757,147206.63
1023,1023,42750,111247.5
1024,1024,42737,201928
1025,1025,42747,252828
1026,1026,42741,153907.75
1027,1027,42744,44121.5
1028,1028,42741,76302
1029,1029,42744,136147.63
1030,1030,42765,149313.13
1031,1031,42760,138334.63
1032,1032,42743,157781.25
1033,1033,42743,154584
1034,1034,42758,115419.38
1035,1035,42755,299848.5
1036,1036,42757,204570
1037,1037,42767,312090.38
1038,1038,42743,40665.75
1039,1039,42744,180180
1040,1040,42744,164430
1041,1041,42760,216537.75
1042,1042,42760,46788.75
1043,1043,42758,230500.5
1044,1044,42773,200399.5
1045,1045,42756,300365
1046,1046,42746,227910
1047,1047,42768,118711.63
1048,1048,42766,295321.5
1049,1049,42771,84123.38
1050,1050,42767,87960
1051,1051,42749,242556
1052,1052,42748,78075
1053,1053,42763,28035
1054,1054,42766,267346.38
1055,1055,42749,156301
1056,1056,42757,37513.13
1057,1057,42754,74981.25
1058,1058,42768,239978.38
1059,1059,42778,71653.75
1060,1060,42760,62570
1061,1061,42777,32439.38
1062,1062,42770,81506.5
1063,1063,42781,235817.63
1064,1064,42779,75900
1065,1065,42769,187850
1066,1066,42756,351001
1067,1067,42765,111577.5
1068,1068,42781,183899.63
1069,1069,42775,133218
1070,1070,42765,145348
1071,1071,42763,141806.5
1072,1072,42774,74019
1073,1073,42775,260483.25
1074,1074,42755,267728.75
1075,1075,42767,284381.25
1076,1076,42783,37296
1077,1077,42768,238950.5
1078,1078,42769,231330.5
1079,1079,42778,97210.75
1080,1080,42759,284919.25
1081,1081,42783,141052.5
1082,1082,42782,201891
1083,1083,42784,166503.75
1084,1084,42765,171267.25
1085,1085,42777,53021.88
1086,1086,42765,318272.5
1087,1087,42779,149966.25
1088,1088,42778,95022
1089,1089,42780,135156
1090,1090,42776,227099.13
1091,1091,42785,117975
1092,1092,42773,266296.88
1093,1093,42764,276168
1094,1094,42775,148434.63
1095,1095,42789,221587.5
1096,1096,42782,67424
1097,1097,42779,96388.5
1098,1098,42793,245101
1099,1099,42782,77664.25
1100,1100,42789,226779.75
1101,1101,42777,58619
1102,1102,42792,243846.5
1103,1103,42784,116531.25
1104,1104,42774,98339.25
1105,1105,42769,67706
1106,1106,42778,159929.25
1107,1107,42769,81322.5
1108,1108,42774,126166
1109,1109,42772,258079.25
1110,1110,42778,115623.75
1111,1111,42794,46555.88
1112,1112,42786,200287.5
1113,1113,42788,165419.13
1114,1114,42798,62405.5
1115,1115,42775,120377.5
1116,1116,42783,61704
1117,1117,42785,129687.25
1118,1118,42778,342663.5
1119,1119,42788,239060.25
1120,1120,42774,213457.5
1121,1121,42801,199078
1122,1122,42791,167380.5
1123,1123,42780,109919.63
1124,1124,42775,151918
1125,1125,42795,285884.38
1126,1126,42795,57789.38
1127,1127,42806,44971.88
1128,1128,42787,232435
1129,1129,42797,112455
1130,1130,42780,55542.25
1131,1131,42789,99489
1132,1132,42784,112619.5
1133,1133,42797,89050.5
1134,1134,42784,109906.75
1135,1135,42785,43637.75
1136,1136,42802,37235.25
1137,1137,42787,70434.38
1138,1138,42782,133318.75
1139,1139,42797,92772
1140,1140,42807,164832.5
1141,1141,42802,200166.75
1142,1142,42795,129231.25
1143,1143,42786,174275.75
1144,1144,42796,272096
1145,1145,42804,106278.25
1146,1146,42801,136347.75
1147,1147,42810,189892.13
1148,1148,42800,123024
1149,1149,42794,60207
1150,1150,42810,113636.25
1151,1151,42792,163549.75
1152,1152,42797,245784
1153,1153,42811,252654
1154,1154,42808,358211
1155,1155,42786,107171.75
1156,1156,42796,163150
1157,1157,42802,201771.25
1158,1158,42810,304556
1159,1159,42813,227963.5
1160,1160,42811,268548
1161,1161,42791,199339.38
1162,1162,42801,87287.63
1163,1163,42813,65498.63
1164,1164,42794,93873
1165,1165,42815,208141.75
1166,1166,42812,227567.5
1167,1167,42809,134558
1168,1168,42807,142062.75
1169,1169,42807,131437.5
1170,1170,42809,93060
1171,1171,42804,80910
1172,1172,42798,212205
1173,1173,42806,57913.25
1174,1174,42802,40293
1175,1175,42812,60574
1176,1176,42794,163141.13
1177,1177,42809,88954.25
1178,1178,42806,183576.75
1179,1179,42816,97574.75
1180,1180,42808,44283.75
1181,1181,42821,53223.75
1182,1182,42804,150405.75
1183,1183,42799,45067.5
1184,1184,42814,79994
1185,1185,42807,173548.5
1186,1186,42812,94526
1187,1187,42819,55287.5
1188,1188,42823,46976.63
1189,1189,42817,183950.63
1190,1190,42824,175204.13
1191,1191,42799,157034.25
1192,1192,42806,256913.75
1193,1193,42799,165029.5
1194,1194,42813,121213.38
